material_id,formula,elements,num_elements,energy_above_hull,crystal_system,spacegroup_number,spacegroup_symbol,band_gap,theoretical,is_metal
mp-1025355,ZrGa5Co,"Co, Ga, Zr",3,0.0,Tetragonal,123,P4/mmm,0.0,True,True
mp-1215360,Zr5Co4Ni,"Co, Ni, Zr",3,0.036108173999997994,Tetragonal,123,P4/mmm,0.0,True,True
mp-1216945,TiInPt2,"In, Pt, Ti",3,0.0728919053124999,Tetragonal,123,P4/mmm,0.0,True,True
mp-1227630,Ca2TlCd,"Ca, Cd, Tl",3,0.0054022474999975145,Tetragonal,123,P4/mmm,0.0,True,True
mp-1065753,MnGaFe2,"Fe, Ga, Mn",3,0.03753024028286589,Tetragonal,123,P4/mmm,0.0,True,True
mp-1217020,TiAlFe2,"Al, Fe, Ti",3,0.05688651750000062,Tetragonal,123,P4/mmm,0.0,True,True
mp-1215299,ZrInPt2,"In, Pt, Zr",3,0.08579489556817776,Tetragonal,123,P4/mmm,0.0,True,True
mp-1215329,ZrAl2Zn,"Al, Zn, Zr",3,0.0,Tetragonal,123,P4/mmm,0.0,True,True
mp-1222965,LaYIn6,"In, La, Y",3,0.0,Tetragonal,123,P4/mmm,0.0,True,True
mp-1188501,Mn3Ga4Ni9,"Ga, Mn, Ni",3,0.012845498749998185,Tetragonal,123,P4/mmm,0.0,True,True
mp-1217078,Ti2CoNi,"Co, Ni, Ti",3,0.030916730000000392,Tetragonal,123,P4/mmm,0.0,True,True
mp-1025191,ScGa5Ni,"Ga, Ni, Sc",3,0.0,Tetragonal,123,P4/mmm,0.0,True,True
mp-1221642,MnAl2Co,"Al, Co, Mn",3,0.005151139999999721,Tetragonal,123,P4/mmm,0.0,True,True
mp-1219262,ScInPd2,"In, Pd, Sc",3,0.07616961499999775,Tetragonal,123,P4/mmm,0.0,True,True
mp-1103036,Y2Ga8Co,"Co, Ga, Y",3,0.027284134090913348,Tetragonal,123,P4/mmm,0.0,False,True
mp-1221720,MnAlIr2,"Al, Ir, Mn",3,0.043884282499996985,Tetragonal,123,P4/mmm,0.0,True,True
mp-1217040,TiAlPd2,"Al, Pd, Ti",3,0.030355374999999185,Tetragonal,123,P4/mmm,0.0,True,True
mp-1217009,TiAl2Zn,"Al, Ti, Zn",3,0.0,Tetragonal,123,P4/mmm,0.0,True,True
mp-1228908,Al2CoRu,"Al, Co, Ru",3,0.031180757500001377,Tetragonal,123,P4/mmm,0.0,True,True
mp-1224981,FeCuPt2,"Cu, Fe, Pt",3,0.01474317249999757,Tetragonal,123,P4/mmm,0.0,True,True
mp-1227698,Ca2TlIn,"Ca, In, Tl",3,0.014311585000001514,Tetragonal,123,P4/mmm,0.0,True,True
mp-1227313,BiPd6Pb,"Bi, Pb, Pd",3,0.010574044687503559,Tetragonal,123,P4/mmm,0.0,True,True
mp-1217096,Ti2FeCu,"Cu, Fe, Ti",3,0.06404662249999937,Tetragonal,123,P4/mmm,0.0,True,True
mp-1228426,Al2NiPt,"Al, Ni, Pt",3,0.05745528937500044,Tetragonal,123,P4/mmm,0.0,True,True
mp-1221985,MgCdAg2,"Ag, Cd, Mg",3,0.015952394999999342,Tetragonal,123,P4/mmm,0.0,True,True
mp-1221549,MnSnPd2,"Mn, Pd, Sn",3,0.09741847249999935,Tetragonal,123,P4/mmm,0.0,True,True
mp-1215524,ZnCdAu2,"Au, Cd, Zn",3,0.0,Tetragonal,123,P4/mmm,0.0,True,True
mp-1228912,AlCuPd2,"Al, Cu, Pd",3,0.020547323749998014,Tetragonal,123,P4/mmm,0.0,True,True
mp-1217087,Ti2AlCr,"Al, Cr, Ti",3,0.05139959812500017,Tetragonal,123,P4/mmm,0.0,True,True
mp-1225771,Cu3PdAu4,"Au, Cu, Pd",3,0.004505141875002394,Tetragonal,123,P4/mmm,0.0,True,True
mp-1216005,YAgSn2,"Ag, Sn, Y",3,0.01086261968749902,Tetragonal,123,P4/mmm,0.0,True,True
mp-1065359,GaFeNi2,"Fe, Ga, Ni",3,0.06461974666666759,Tetragonal,123,P4/mmm,0.0,True,True
mp-1221740,MnAlNi6,"Al, Mn, Ni",3,0.01832406374999973,Tetragonal,123,P4/mmm,0.0,True,True
